bullying|not bullying|not sure
He was interested in you he was just hoping you felt the same that's all that is
Yes. I'm going to crack open a box of red wine in a bit and ugly cry while watching Mum. Then Bullseye.
You can keep turning ugly to people who don't share the same views as you because there is more to the story. Maybe one day you'll grow out of that. Thanks for the entertainment.
Never known anyone to be so bitter jealousy is vvvv ugly hun xo
Should have stayed in stealth. That is offensively ugly.
One more ugly joke in a kingdom of millions
